frame.number,frame.time_epoch,tcp.srcport,tcp.dstport
"1445","1512236722.055930000","8081","58220"
"1446","1512236722.249606000","58220","8081"
"1447","1512236722.250307000","8081","58220"
"1448","1512236722.250351000","58220","8081"
"1449","1512236722.250549000","58220","8081"
"1450","1512236722.250835000","8081","58220"
"1451","1512236722.493211000","58220","8081"
"1452","1512236722.513751000","58220","8081"
"1453","1512236722.513791000","58220","8081"
"1454","1512236722.559384000","8081","58220"
"1455","1512236722.574678000","8081","58220"
"1456","1512236722.575134000","8081","58220"
"1457","1512236722.575220000","8081","58220"
"1458","1512236722.798444000","58220","8081"
"1459","1512236722.798497000","58220","8081"
"1460","1512236722.798566000","58220","8081"
"1461","1512236722.799874000","8081","58220"
"1462","1512236722.800047000","8081","58220"
"1463","1512236723.008716000","58220","8081"
"1464","1512236723.010681000","58220","8081"
"1465","1512236723.012738000","58220","8081"
"1466","1512236723.012998000","8081","58220"
"1467","1512236723.043630000","8081","58220"
"1468","1512236723.043715000","8081","58220"
"1469","1512236723.044039000","8081","58220"
"1470","1512236723.279641000","58220","8081"
"1471","1512236723.280088000","8081","58220"
"1472","1512236723.280221000","58220","8081"
"1473","1512236723.280421000","8081","58220"
"1474","1512236723.319025000","58220","8081"
"1475","1512236723.476074000","58220","8081"
"1476","1512236723.476602000","58220","8081"
"1477","1512236723.482678000","58220","8081"
"1478","1512236723.523833000","8081","58220"
"1479","1512236723.524095000","8081","58220"
"1480","1512236723.524825000","8081","58220"
"1481","1512236723.716377000","58220","8081"
"1482","1512236723.716459000","58220","8081"
"1483","1512236723.716871000","8081","58220"
"1484","1512236723.912461000","58220","8081"
"1485","1512236723.915903000","58220","8081"
"1486","1512236723.947090000","8081","58220"
"1487","1512236723.947301000","8081","58220"
"1488","1512236723.947503000","8081","58220"
"1489","1512236724.137980000","58220","8081"
"1490","1512236724.138476000","58220","8081"
"1491","1512236724.138548000","8081","58220"
"1492","1512236724.148235000","58220","8081"
"1493","1512236724.187006000","58220","8081"
"1494","1512236724.324022000","58220","8081"
"1495","1512236724.327595000","58220","8081"
"1496","1512236724.371546000","8081","58220"
"1497","1512236724.499351000","8081","58220"
"1498","1512236724.499925000","8081","58220"
"1499","1512236724.748331000","58220","8081"
"1500","1512236724.749719000","8081","58220"
"1501","1512236724.750819000","58220","8081"
"1502","1512236724.751110000","58220","8081"
"1503","1512236724.791785000","58220","8081"
"1504","1512236724.969689000","58220","8081"
"1505","1512236724.974322000","58220","8081"
"1506","1512236724.974978000","8081","58220"
"1507","1512236725.005445000","8081","58220"
"1508","1512236725.006221000","8081","58220"
"1509","1512236725.006539000","8081","58220"
"1510","1512236725.251164000","58220","8081"
"1511","1512236725.251216000","58220","8081"
"1512","1512236725.251336000","58220","8081"
"1513","1512236725.251382000","58220","8081"
"1514","1512236725.251506000","58220","8081"
"1515","1512236725.251574000","58220","8081"
"1516","1512236725.251852000","8081","58220"
"1517","1512236725.252109000","8081","58220"
"1518","1512236725.252463000","8081","58220"
"1519","1512236725.481172000","58220","8081"
"1520","1512236725.481781000","58220","8081"
"1521","1512236725.482189000","58220","8081"
"1522","1512236725.485901000","58220","8081"
"1523","1512236725.523247000","8081","58220"
"1524","1512236725.545566000","8081","58220"
"1525","1512236725.545847000","8081","58220"
"1526","1512236725.546050000","8081","58220"
"1527","1512236725.773573000","58220","8081"
"1528","1512236725.774124000","8081","58220"
"1529","1512236725.780044000","58220","8081"
"1530","1512236725.817488000","58220","8081"
"1531","1512236726.011576000","58220","8081"
"1532","1512236726.013365000","58220","8081"
"1533","1512236726.016409000","58220","8081"
"1534","1512236726.016763000","8081","58220"
"1535","1512236726.045060000","8081","58220"
"1536","1512236726.045495000","8081","58220"
"1537","1512236726.261695000","58220","8081"
"1538","1512236726.261738000","58220","8081"
"1539","1512236726.261869000","58220","8081"
"1540","1512236726.261951000","58220","8081"
"1541","1512236726.262334000","8081","58220"
"1542","1512236726.483191000","58220","8081"
"1543","1512236726.527298000","8081","58220"
"1544","1512236726.616421000","8081","58220"
"1545","1512236726.616986000","8081","58220"
"1546","1512236726.617267000","8081","58220"
"1547","1512236726.827498000","58220","8081"
"1548","1512236726.827576000","58220","8081"
"1549","1512236726.827646000","58220","8081"
"1550","1512236726.827777000","58220","8081"
"1551","1512236726.831584000","58220","8081"
"1552","1512236726.835375000","58220","8081"
"1553","1512236726.835716000","8081","58220"
"1554","1512236726.866145000","8081","58220"
"1555","1512236726.866387000","8081","58220"
"1556","1512236726.866544000","8081","58220"
"1557","1512236727.086296000","58220","8081"
"1558","1512236727.086509000","58220","8081"
"1559","1512236727.086628000","58220","8081"
"1560","1512236727.086746000","58220","8081"
"1561","1512236727.089983000","58220","8081"
"1562","1512236727.090133000","58220","8081"
"1563","1512236727.119445000","8081","58220"
"1564","1512236727.119697000","8081","58220"
"1565","1512236727.119910000","8081","58220"
"1566","1512236727.346161000","58220","8081"
"1567","1512236727.346242000","58220","8081"
"1568","1512236727.349485000","58220","8081"
"1569","1512236727.349633000","58220","8081"
"1570","1512236727.350250000","58220","8081"
"1571","1512236727.391238000","8081","58220"
"1572","1512236727.398435000","8081","58220"
"1573","1512236727.398727000","8081","58220"
"1574","1512236727.398847000","8081","58220"
"1575","1512236727.623372000","58220","8081"
"1576","1512236727.625465000","58220","8081"
"1577","1512236727.625515000","58220","8081"
"1578","1512236727.625553000","58220","8081"
"1579","1512236727.625707000","58220","8081"
"1580","1512236727.629634000","58220","8081"
"1581","1512236727.630320000","8081","58220"
"1582","1512236727.661458000","8081","58220"
"1583","1512236727.661547000","8081","58220"
"1584","1512236727.662237000","8081","58220"
"1585","1512236727.857095000","58220","8081"
"1586","1512236727.857211000","58220","8081"
"1587","1512236727.857295000","58220","8081"
"1588","1512236727.857344000","58220","8081"
"1589","1512236727.857389000","58220","8081"
"1590","1512236727.860580000","58220","8081"
"1591","1512236727.899325000","8081","58220"
"1592","1512236727.952310000","8081","58220"
"1593","1512236727.952895000","8081","58220"
"1594","1512236727.953346000","8081","58220"
"1595","1512236728.170636000","58220","8081"
"1596","1512236728.176001000","58220","8081"
"1597","1512236728.176076000","58220","8081"
"1598","1512236728.176129000","58220","8081"
"1599","1512236728.178874000","58220","8081"
"1600","1512236728.186285000","58220","8081"
"1601","1512236728.187093000","8081","58220"
"1602","1512236728.233444000","8081","58220"
"1603","1512236728.233607000","8081","58220"
"1604","1512236728.233727000","8081","58220"
"1605","1512236728.233811000","8081","58220"
"1606","1512236728.462487000","58220","8081"
"1607","1512236728.473611000","58220","8081"
"1608","1512236728.473698000","58220","8081"
"1609","1512236728.484533000","8081","58220"
"1610","1512236728.558801000","8081","58220"
"1611","1512236728.568433000","8081","58220"
"1612","1512236728.571134000","8081","58220"
"1613","1512236728.571498000","8081","58220"
"1614","1512236728.767573000","58220","8081"
"1615","1512236728.767694000","58220","8081"
"1616","1512236728.767811000","58220","8081"
"1617","1512236728.771226000","58220","8081"
"1618","1512236728.793193000","58220","8081"
"1619","1512236728.795106000","58220","8081"
"1620","1512236728.795611000","8081","58220"
"1621","1512236728.826800000","8081","58220"
"1622","1512236728.827203000","8081","58220"
"1623","1512236728.827372000","8081","58220"
"1624","1512236729.055847000","58220","8081"
"1625","1512236729.057357000","58220","8081"
"1626","1512236729.057488000","58220","8081"
"1627","1512236729.057611000","58220","8081"
"1628","1512236729.057766000","58220","8081"
"1629","1512236729.058138000","8081","58220"
"1630","1512236729.058302000","8081","58220"
"1631","1512236729.058503000","58220","8081"
"1632","1512236729.269615000","58220","8081"
"1633","1512236729.269618000","58220","8081"
"1634","1512236729.271432000","58220","8081"
"1635","1512236729.311116000","8081","58220"
"1636","1512236729.347658000","8081","58220"
"1637","1512236729.348280000","8081","58220"
"1638","1512236729.564919000","58220","8081"
"1639","1512236729.565401000","8081","58220"
"1640","1512236729.565693000","58220","8081"
"1641","1512236729.565857000","58220","8081"
"1642","1512236729.566142000","8081","58220"
"1643","1512236729.606394000","58220","8081"
"1644","1512236729.775685000","58220","8081"
"1645","1512236729.775849000","58220","8081"
"1646","1512236729.790536000","58220","8081"
"1647","1512236729.792043000","58220","8081"
"1648","1512236729.792370000","8081","58220"
"1649","1512236729.878641000","8081","58220"
"1650","1512236729.878938000","8081","58220"
"1651","1512236729.879264000","8081","58220"
"1652","1512236730.073850000","58220","8081"
"1653","1512236730.074545000","8081","58220"
"1654","1512236730.076094000","58220","8081"
"1655","1512236730.076479000","58220","8081"
"1656","1512236730.083992000","58220","8081"
"1657","1512236730.272229000","58220","8081"
"1658","1512236730.274144000","58220","8081"
"1659","1512236730.275113000","8081","58220"
"1660","1512236730.313088000","8081","58220"
"1661","1512236730.313456000","8081","58220"
"1662","1512236730.313707000","8081","58220"
"1663","1512236730.313984000","8081","58220"
"1664","1512236730.537620000","58220","8081"
"1665","1512236730.537900000","58220","8081"
"1666","1512236730.537986000","8081","58220"
"1667","1512236730.724206000","8081","58220"
"1668","1512236730.727660000","58220","8081"
"1669","1512236730.728165000","8081","58220"
"1670","1512236730.915281000","58220","8081"
"1671","1512236730.915797000","8081","58220"
"1672","1512236730.916162000","8081","58220"
"1673","1512236730.919324000","58220","8081"
"1674","1512236730.920391000","8081","58220"
"1675","1512236731.139324000","58220","8081"
"1676","1512236731.139378000","58220","8081"
"1677","1512236731.139447000","58220","8081"
"1678","1512236731.139783000","8081","58220"
"1679","1512236731.139858000","8081","58220"
"1680","1512236731.354668000","58220","8081"
"1681","1512236731.354751000","58220","8081"
"1682","1512236731.359043000","58220","8081"
"1683","1512236731.359985000","8081","58220"
"1684","1512236731.419270000","8081","58220"
"1685","1512236731.423287000","8081","58220"
"1686","1512236731.423687000","8081","58220"
"1687","1512236731.692819000","58220","8081"
"1688","1512236731.693322000","8081","58220"
"1689","1512236731.935309000","58220","8081"
"1690","1512236731.935862000","8081","58220"
"1691","1512236731.938929000","8081","58220"
"1692","1512236732.128208000","58220","8081"
"1693","1512236732.136792000","58220","8081"
"1694","1512236732.137458000","8081","58220"
"1695","1512236732.325432000","58220","8081"
"1696","1512236732.325930000","8081","58220"
"1697","1512236732.562882000","58220","8081"
"1698","1512236732.563335000","8081","58220"
"1699","1512236732.819491000","58220","8081"
"1700","1512236732.819844000","8081","58220"
"1701","1512236732.820055000","8081","58220"
"1702","1512236732.821196000","58220","8081"
"1703","1512236733.051671000","58220","8081"
"1704","1512236733.051916000","58220","8081"
"1705","1512236733.061077000","58220","8081"
"1706","1512236733.061423000","8081","58220"
"1707","1512236733.094211000","8081","58220"
"1708","1512236733.094616000","8081","58220"
"1709","1512236733.094910000","8081","58220"
"1710","1512236733.332572000","58220","8081"
"1711","1512236733.333303000","8081","58220"
"1712","1512236733.349040000","58220","8081"
"1713","1512236733.349477000","8081","58220"
"1714","1512236733.571281000","58220","8081"
"1715","1512236733.571323000","58220","8081"
"1716","1512236733.577710000","58220","8081"
"1717","1512236733.577748000","58220","8081"
"1718","1512236733.579954000","58220","8081"
"1719","1512236733.579995000","58220","8081"
"1720","1512236733.601927000","8081","58220"
"1721","1512236733.602212000","8081","58220"
"1722","1512236733.797599000","58220","8081"
"1723","1512236733.797981000","8081","58220"
"1724","1512236733.800088000","58220","8081"
"1725","1512236733.800364000","8081","58220"
"1726","1512236733.802270000","58220","8081"
"1727","1512236733.995860000","58220","8081"
"1728","1512236733.995941000","58220","8081"
"1729","1512236733.997457000","58220","8081"
"1730","1512236734.035302000","8081","58220"
"1731","1512236734.061678000","8081","58220"
"1732","1512236734.062490000","8081","58220"
"1733","1512236734.253050000","58220","8081"
"1734","1512236734.253484000","8081","58220"
"1735","1512236734.254237000","58220","8081"
"1736","1512236734.254706000","8081","58220"
"1737","1512236734.439326000","58220","8081"
"1738","1512236734.451811000","58220","8081"
"1739","1512236734.452907000","8081","58220"
"1740","1512236734.517449000","8081","58220"
"1741","1512236734.517778000","8081","58220"
"1742","1512236734.702844000","58220","8081"
"1743","1512236734.703197000","8081","58220"
"1744","1512236734.704188000","58220","8081"
"1745","1512236734.704235000","58220","8081"
"1746","1512236734.705078000","8081","58220"
"1747","1512236734.742373000","58220","8081"
"1748","1512236734.934384000","58220","8081"
"1749","1512236734.934543000","58220","8081"
"1750","1512236734.936910000","58220","8081"
"1751","1512236734.937347000","8081","58220"
"1752","1512236735.048166000","8081","58220"
"1753","1512236735.048578000","8081","58220"
"1754","1512236735.240812000","58220","8081"
"1755","1512236735.240972000","58220","8081"
"1756","1512236735.241566000","8081","58220"
"1757","1512236735.436122000","58220","8081"
"1758","1512236735.436331000","58220","8081"
"1759","1512236735.457024000","8081","58220"
"1760","1512236735.498745000","8081","58220"
"1761","1512236735.498775000","8081","58220"
"1762","1512236735.498898000","8081","58220"
"1763","1512236735.770854000","58220","8081"
"1764","1512236735.770980000","58220","8081"
"1765","1512236735.771463000","8081","58220"
"1766","1512236735.771631000","58220","8081"
"1767","1512236735.958932000","58220","8081"
"1768","1512236735.962047000","58220","8081"
"1769","1512236735.991175000","8081","58220"
"1770","1512236735.991297000","8081","58220"
"1771","1512236735.991457000","8081","58220"
"1772","1512236736.175984000","58220","8081"
"1773","1512236736.176479000","8081","58220"
"1774","1512236736.176870000","58220","8081"
"1775","1512236736.177486000","58220","8081"
"1776","1512236736.216050000","58220","8081"
"1777","1512236736.369623000","58220","8081"
"1778","1512236736.369732000","58220","8081"
"1779","1512236736.369782000","58220","8081"
"1780","1512236736.409285000","8081","58220"
"1781","1512236736.444896000","8081","58220"
"1782","1512236736.445016000","8081","58220"
"1783","1512236736.637662000","58220","8081"
"1784","1512236736.637742000","58220","8081"
"1785","1512236736.638322000","58220","8081"
"1786","1512236736.638718000","8081","58220"
"1787","1512236736.638731000","58220","8081"
"1788","1512236736.833579000","58220","8081"
"1789","1512236736.837110000","58220","8081"
"1790","1512236736.837767000","8081","58220"
"1791","1512236736.882086000","8081","58220"
"1792","1512236736.882572000","8081","58220"
"1793","1512236736.882829000","8081","58220"
"1794","1512236737.086655000","58220","8081"
"1795","1512236737.086781000","58220","8081"
"1796","1512236737.087314000","8081","58220"
"1797","1512236737.088417000","58220","8081"
"1798","1512236737.088540000","58220","8081"
"1799","1512236737.122750000","58220","8081"
"1800","1512236737.326064000","58220","8081"
"1801","1512236737.327416000","58220","8081"
"1802","1512236737.328083000","8081","58220"
"1803","1512236737.388782000","8081","58220"
"1804","1512236737.389139000","8081","58220"
"1805","1512236737.582712000","58220","8081"
"1806","1512236737.583159000","8081","58220"
"1807","1512236737.583203000","58220","8081"
"1808","1512236737.583612000","58220","8081"
"1809","1512236737.591567000","58220","8081"
"1810","1512236737.628562000","58220","8081"
"1811","1512236737.773726000","58220","8081"
"1812","1512236737.774135000","58220","8081"
"1813","1512236737.774518000","8081","58220"
"1814","1512236737.805662000","8081","58220"
"1815","1512236737.806276000","8081","58220"
"1816","1512236737.806645000","8081","58220"
"1817","1512236737.806884000","8081","58220"
"1818","1512236737.990301000","58220","8081"
"1819","1512236737.991568000","58220","8081"
"1820","1512236737.991617000","58220","8081"
"1821","1512236737.991894000","58220","8081"
"1822","1512236737.992596000","58220","8081"
"1823","1512236737.998206000","58220","8081"
"1824","1512236738.020941000","8081","58220"
"1825","1512236738.021351000","8081","58220"
"1826","1512236738.206291000","58220","8081"
"1827","1512236738.206408000","58220","8081"
"1828","1512236738.206649000","8081","58220"
"1829","1512236738.207064000","58220","8081"
"1830","1512236738.207356000","58220","8081"
"1831","1512236738.246651000","58220","8081"
"1832","1512236738.396811000","58220","8081"
"1833","1512236738.399187000","58220","8081"
"1834","1512236738.419887000","8081","58220"
"1835","1512236738.420211000","8081","58220"
"1836","1512236738.420380000","8081","58220"
"1837","1512236738.607515000","58220","8081"
"1838","1512236738.607650000","58220","8081"
"1839","1512236738.608764000","58220","8081"
"1840","1512236738.608808000","58220","8081"
"1841","1512236738.609439000","58220","8081"
"1842","1512236738.615542000","58220","8081"
"1843","1512236738.654986000","8081","58220"
"1844","1512236738.732208000","8081","58220"
"1845","1512236738.732987000","8081","58220"
"1846","1512236738.733268000","8081","58220"
"1847","1512236738.930149000","58220","8081"
"1848","1512236738.930304000","58220","8081"
"1849","1512236738.936078000","58220","8081"
"1850","1512236738.936157000","58220","8081"
"1851","1512236738.936205000","58220","8081"
"1852","1512236738.936402000","58220","8081"
"1853","1512236738.936875000","8081","58220"
"1854","1512236738.976646000","8081","58220"
"1855","1512236738.979631000","8081","58220"
"1856","1512236738.979836000","8081","58220"
"1857","1512236738.980137000","8081","58220"
"1858","1512236739.165176000","58220","8081"
"1859","1512236739.165415000","58220","8081"
"1860","1512236739.165509000","58220","8081"
"1861","1512236739.165620000","58220","8081"
"1862","1512236739.165705000","58220","8081"
"1863","1512236739.170528000","58220","8081"
"1864","1512236739.171149000","8081","58220"
"1865","1512236739.216234000","8081","58220"
"1866","1512236739.216441000","8081","58220"
"1867","1512236739.216721000","8081","58220"
"1868","1512236739.217017000","8081","58220"
"1869","1512236739.403337000","58220","8081"
"1870","1512236739.405308000","58220","8081"
"1871","1512236739.405795000","58220","8081"
"1872","1512236739.406165000","58220","8081"
"1873","1512236739.407369000","58220","8081"
"1874","1512236739.409917000","58220","8081"
"1875","1512236739.410368000","8081","58220"
"1876","1512236739.448572000","8081","58220"
"1877","1512236739.448988000","8081","58220"
"1878","1512236739.653243000","58220","8081"
"1879","1512236739.653438000","58220","8081"
"1880","1512236739.654538000","58220","8081"
"1881","1512236739.655930000","58220","8081"
"1882","1512236739.669429000","8081","58220"
"1883","1512236739.708983000","8081","58220"
"1884","1512236739.709513000","8081","58220"
"1885","1512236739.904494000","58220","8081"
"1886","1512236739.906990000","58220","8081"
"1887","1512236739.907241000","58220","8081"
"1888","1512236739.907839000","58220","8081"
"1889","1512236739.908098000","58220","8081"
"1890","1512236739.915879000","58220","8081"
"1891","1512236739.916365000","8081","58220"
"1892","1512236739.958036000","8081","58220"
"1893","1512236739.958418000","8081","58220"
"1894","1512236739.958657000","8081","58220"
"1895","1512236740.145901000","58220","8081"
"1896","1512236740.145948000","58220","8081"
"1897","1512236740.146554000","58220","8081"
"1898","1512236740.147337000","58220","8081"
"1899","1512236740.151441000","58220","8081"
"1900","1512236740.152383000","8081","58220"
"1901","1512236740.254080000","8081","58220"
"1902","1512236740.259351000","8081","58220"
"1903","1512236740.260004000","8081","58220"
"1904","1512236740.445020000","58220","8081"
"1905","1512236740.445140000","58220","8081"
"1906","1512236740.447106000","58220","8081"
"1907","1512236740.459325000","58220","8081"
"1908","1512236740.459372000","58220","8081"
"1909","1512236740.467065000","58220","8081"
"1910","1512236740.467457000","8081","58220"
"1911","1512236740.518961000","8081","58220"
"1912","1512236740.519045000","8081","58220"
"1913","1512236740.706186000","58220","8081"
"1914","1512236740.706302000","58220","8081"
"1915","1512236740.706418000","58220","8081"
"1916","1512236740.706465000","58220","8081"
"1917","1512236740.708464000","58220","8081"
"1918","1512236740.708933000","8081","58220"
"1919","1512236740.778966000","8081","58220"
"1920","1512236740.779497000","8081","58220"
"1921","1512236740.779914000","8081","58220"
"1922","1512236740.780117000","8081","58220"
"1923","1512236740.978605000","58220","8081"
"1924","1512236740.978729000","58220","8081"
"1925","1512236740.978767000","58220","8081"
"1926","1512236740.978978000","58220","8081"
"1927","1512236740.983771000","58220","8081"
"1928","1512236740.983882000","58220","8081"
"1929","1512236740.984562000","8081","58220"
"1930","1512236741.027031000","8081","58220"
"1931","1512236741.027447000","8081","58220"
"1932","1512236741.223210000","58220","8081"
"1933","1512236741.223668000","58220","8081"
"1934","1512236741.224105000","58220","8081"
"1935","1512236741.224283000","58220","8081"
"1936","1512236741.225622000","58220","8081"
"1937","1512236741.228865000","58220","8081"
"1938","1512236741.229404000","8081","58220"
"1939","1512236741.251090000","8081","58220"
"1940","1512236741.251169000","8081","58220"
"1941","1512236741.251464000","8081","58220"
"1942","1512236741.437123000","58220","8081"
"1943","1512236741.437367000","58220","8081"
"1944","1512236741.437444000","58220","8081"
"1945","1512236741.437484000","58220","8081"
"1946","1512236741.437524000","58220","8081"
"1947","1512236741.439014000","58220","8081"
"1948","1512236741.481184000","8081","58220"
"1949","1512236741.549983000","8081","58220"
"1950","1512236741.550142000","8081","58220"
"1951","1512236741.550431000","8081","58220"
"1952","1512236741.550591000","8081","58220"
"1953","1512236741.770886000","58220","8081"
"1954","1512236741.776164000","58220","8081"
"1955","1512236741.776214000","58220","8081"
"1956","1512236741.776297000","58220","8081"
"1957","1512236741.779036000","58220","8081"
"1958","1512236741.780996000","58220","8081"
"1959","1512236741.781578000","8081","58220"
"1960","1512236741.806163000","8081","58220"
"1961","1512236741.806251000","8081","58220"
"1962","1512236742.001580000","58220","8081"
"1963","1512236742.002994000","58220","8081"
"1964","1512236742.003048000","58220","8081"
"1965","1512236742.007305000","58220","8081"
"1966","1512236742.030417000","8081","58220"
"1967","1512236742.037875000","8081","58220"
"1968","1512236742.038042000","8081","58220"
"1969","1512236742.234580000","58220","8081"
"1970","1512236742.236995000","58220","8081"
"1971","1512236742.237690000","58220","8081"
"1972","1512236742.237904000","58220","8081"
"1973","1512236742.238017000","58220","8081"
"1974","1512236742.238551000","58220","8081"
"1975","1512236742.283797000","8081","58220"
"1976","1512236742.404720000","8081","58220"
"1977","1512236742.404764000","8081","58220"
"1978","1512236742.405041000","8081","58220"
"1979","1512236742.405498000","8081","58220"
"1980","1512236742.595395000","58220","8081"
"1981","1512236742.595476000","58220","8081"
"1982","1512236742.595553000","58220","8081"
"1983","1512236742.595610000","58220","8081"
"1984","1512236742.595923000","58220","8081"
"1985","1512236742.596176000","8081","58220"
"1986","1512236742.633267000","8081","58220"
"1987","1512236742.636563000","8081","58220"
"1988","1512236742.637139000","8081","58220"
"1989","1512236742.824466000","58220","8081"
"1990","1512236742.825170000","58220","8081"
"1991","1512236742.825246000","58220","8081"
"1992","1512236742.825487000","58220","8081"
"1993","1512236742.825745000","58220","8081"
"1994","1512236742.831957000","58220","8081"
"1995","1512236742.873846000","8081","58220"
"1996","1512236742.893901000","8081","58220"
"1997","1512236742.894451000","8081","58220"
"1998","1512236743.082879000","58220","8081"
"1999","1512236743.085950000","58220","8081"
"2000","1512236743.086195000","58220","8081"
"2001","1512236743.086451000","58220","8081"
"2002","1512236743.087659000","58220","8081"
"2003","1512236743.092284000","58220","8081"
"2004","1512236743.092857000","8081","58220"
"2005","1512236743.114522000","8081","58220"
"2006","1512236743.114856000","8081","58220"
"2007","1512236743.115175000","8081","58220"
"2008","1512236743.302425000","58220","8081"
"2009","1512236743.303731000","58220","8081"
"2010","1512236743.304183000","58220","8081"
"2011","1512236743.305085000","58220","8081"
"2012","1512236743.305209000","58220","8081"
"2013","1512236743.307929000","58220","8081"
"2014","1512236743.347428000","8081","58220"
"2015","1512236743.348501000","8081","58220"
"2016","1512236743.348750000","8081","58220"
"2017","1512236743.349225000","8081","58220"
"2018","1512236743.543402000","58220","8081"
"2019","1512236743.543484000","58220","8081"
"2020","1512236743.545482000","58220","8081"
"2021","1512236743.545565000","58220","8081"
"2022","1512236743.548549000","58220","8081"
"2023","1512236743.548749000","58220","8081"
"2024","1512236743.558523000","8081","58220"
"2025","1512236743.773860000","8081","58220"
"2026","1512236743.774272000","8081","58220"
"2027","1512236743.776144000","8081","58220"
"2028","1512236743.776422000","8081","58220"
"2029","1512236743.971407000","58220","8081"
"2030","1512236743.971523000","58220","8081"
"2031","1512236743.974066000","58220","8081"
"2032","1512236743.974178000","58220","8081"
"2033","1512236743.975742000","58220","8081"
"2034","1512236743.976264000","8081","58220"
"2035","1512236744.033281000","8081","58220"
"2036","1512236744.033401000","8081","58220"
"2037","1512236744.033762000","8081","58220"
"2038","1512236744.259381000","58220","8081"
"2039","1512236744.259578000","58220","8081"
"2040","1512236744.261918000","58220","8081"
"2041","1512236744.262377000","8081","58220"
"2042","1512236744.332421000","8081","58220"
"2043","1512236744.332495000","8081","58220"
"2044","1512236744.540453000","58220","8081"
"2045","1512236744.540572000","58220","8081"
"2046","1512236744.540655000","58220","8081"
"2047","1512236744.540860000","58220","8081"
"2048","1512236744.540906000","58220","8081"
"2049","1512236744.540977000","58220","8081"
"2050","1512236744.542994000","8081","58220"
"2051","1512236744.605359000","8081","58220"
"2052","1512236744.605639000","8081","58220"
"2053","1512236744.605852000","8081","58220"
"2054","1512236744.875366000","58220","8081"
"2055","1512236744.875821000","58220","8081"
"2056","1512236744.885236000","58220","8081"
"2057","1512236744.885498000","58220","8081"
"2058","1512236744.911308000","58220","8081"
"2059","1512236744.911962000","58220","8081"
"2060","1512236744.917738000","8081","58220"
"2061","1512236744.969602000","8081","58220"
"2062","1512236744.972565000","8081","58220"
"2063","1512236745.171064000","58220","8081"
"2064","1512236745.171884000","58220","8081"
"2065","1512236745.176688000","58220","8081"
"2066","1512236745.179248000","8081","58220"
"2067","1512236745.238441000","8081","58220"
"2068","1512236745.238530000","8081","58220"
"2069","1512236745.238854000","8081","58220"
"2070","1512236745.238864000","8081","58220"
"2071","1512236745.433778000","58220","8081"
"2072","1512236745.433948000","58220","8081"
"2073","1512236745.434234000","58220","8081"
"2074","1512236745.434917000","58220","8081"
"2075","1512236745.438032000","58220","8081"
"2076","1512236745.439302000","8081","58220"
"2077","1512236745.508813000","8081","58220"
"2078","1512236745.508822000","8081","58220"
"2079","1512236745.703885000","58220","8081"
"2080","1512236747.709544000","58220","8081"
"2081","1512236747.709867000","58220","8081"
"2082","1512236747.710039000","58220","8081"
"2083","1512236747.710322000","58220","8081"
"2084","1512236747.710757000","8081","58220"
"2085","1512236747.710766000","58220","8081"
"2086","1512236747.710789000","8081","58220"
"2087","1512236747.711063000","58220","8081"
"2088","1512236747.711086000","8081","58220"
"2089","1512236747.711115000","8081","58220"
"2090","1512236747.711144000","58220","8081"
"2091","1512236747.711224000","58220","8081"
"2092","1512236747.711305000","58220","8081"
"2093","1512236747.711330000","8081","58220"
"2094","1512236747.711384000","58220","8081"
"2095","1512236747.711455000","8081","58220"
"2096","1512236747.711646000","8081","58220"
"2097","1512236747.711650000","8081","58220"
"2098","1512236747.914301000","58220","8081"
"2099","1512236747.914809000","8081","58220"
"2100","1512236747.920138000","58220","8081"
"2101","1512236747.920339000","58220","8081"
"2102","1512236747.920672000","58220","8081"
"2103","1512236747.920705000","8081","58220"
"2104","1512236747.920875000","58220","8081"
"2105","1512236747.920958000","8081","58220"
"2106","1512236747.920988000","8081","58220"
"2107","1512236747.921156000","58220","8081"
"2108","1512236747.921246000","8081","58220"
"2109","1512236747.921601000","8081","58220"
"2110","1512236747.921772000","58220","8081"
"2111","1512236747.922091000","8081","58220"
"2112","1512236747.922140000","58220","8081"
"2113","1512236747.922508000","58220","8081"
"2114","1512236747.922549000","8081","58220"
"2115","1512236747.922621000","58220","8081"
"2116","1512236747.922708000","58220","8081"
"2117","1512236747.922793000","58220","8081"
"2118","1512236747.923081000","8081","58220"
"2119","1512236747.923617000","8081","58220"
"2120","1512236748.100890000","58220","8081"
"2121","1512236748.105162000","58220","8081"
"2122","1512236748.105402000","58220","8081"
"2123","1512236748.105605000","8081","58220"
"2124","1512236748.105766000","58220","8081"
"2125","1512236748.106543000","8081","58220"
"2126","1512236748.106756000","58220","8081"
"2127","1512236748.107155000","58220","8081"
"2128","1512236748.107443000","8081","58220"
"2129","1512236748.113424000","58220","8081"
"2130","1512236748.113675000","58220","8081"
"2131","1512236748.113796000","58220","8081"
"2132","1512236748.114117000","58220","8081"
"2133","1512236748.115047000","8081","58220"
"2134","1512236748.181810000","8081","58220"
"2135","1512236748.181885000","8081","58220"
"2136","1512236748.435794000","58220","8081"
"2137","1512236748.436685000","58220","8081"
"2138","1512236748.437333000","8081","58220"
"2139","1512236748.458154000","8081","58220"
"2140","1512236748.458243000","8081","58220"
"2141","1512236748.672735000","58220","8081"
"2142","1512236748.672855000","58220","8081"
