frame.number,frame.time,tcp.srcport,tcp.dstport,nbns.flags.rcode
"1453","Dec  2, 2017 12:45:22.513791000 Eastern Standard Time","58220","8081",
"1454","Dec  2, 2017 12:45:22.559384000 Eastern Standard Time","8081","58220",
"1455","Dec  2, 2017 12:45:22.574678000 Eastern Standard Time","8081","58220",
"1456","Dec  2, 2017 12:45:22.575134000 Eastern Standard Time","8081","58220",
"1457","Dec  2, 2017 12:45:22.575220000 Eastern Standard Time","8081","58220",
"1458","Dec  2, 2017 12:45:22.798444000 Eastern Standard Time","58220","8081",
"1459","Dec  2, 2017 12:45:22.798497000 Eastern Standard Time","58220","8081",
"1460","Dec  2, 2017 12:45:22.798566000 Eastern Standard Time","58220","8081",
"1461","Dec  2, 2017 12:45:22.799874000 Eastern Standard Time","8081","58220",
"1462","Dec  2, 2017 12:45:22.800047000 Eastern Standard Time","8081","58220",
"1463","Dec  2, 2017 12:45:23.008716000 Eastern Standard Time","58220","8081",
"1464","Dec  2, 2017 12:45:23.010681000 Eastern Standard Time","58220","8081",
"1465","Dec  2, 2017 12:45:23.012738000 Eastern Standard Time","58220","8081",
"1466","Dec  2, 2017 12:45:23.012998000 Eastern Standard Time","8081","58220",
"1467","Dec  2, 2017 12:45:23.043630000 Eastern Standard Time","8081","58220",
"1468","Dec  2, 2017 12:45:23.043715000 Eastern Standard Time","8081","58220",
"1469","Dec  2, 2017 12:45:23.044039000 Eastern Standard Time","8081","58220",
"1470","Dec  2, 2017 12:45:23.279641000 Eastern Standard Time","58220","8081",
"1471","Dec  2, 2017 12:45:23.280088000 Eastern Standard Time","8081","58220",
"1472","Dec  2, 2017 12:45:23.280221000 Eastern Standard Time","58220","8081",
"1473","Dec  2, 2017 12:45:23.280421000 Eastern Standard Time","8081","58220",
"1474","Dec  2, 2017 12:45:23.319025000 Eastern Standard Time","58220","8081",
"1475","Dec  2, 2017 12:45:23.476074000 Eastern Standard Time","58220","8081",
"1476","Dec  2, 2017 12:45:23.476602000 Eastern Standard Time","58220","8081",
"1477","Dec  2, 2017 12:45:23.482678000 Eastern Standard Time","58220","8081",
"1478","Dec  2, 2017 12:45:23.523833000 Eastern Standard Time","8081","58220",
"1479","Dec  2, 2017 12:45:23.524095000 Eastern Standard Time","8081","58220",
"1480","Dec  2, 2017 12:45:23.524825000 Eastern Standard Time","8081","58220",
"1481","Dec  2, 2017 12:45:23.716377000 Eastern Standard Time","58220","8081",
"1482","Dec  2, 2017 12:45:23.716459000 Eastern Standard Time","58220","8081",
"1483","Dec  2, 2017 12:45:23.716871000 Eastern Standard Time","8081","58220",
"1484","Dec  2, 2017 12:45:23.912461000 Eastern Standard Time","58220","8081",
"1485","Dec  2, 2017 12:45:23.915903000 Eastern Standard Time","58220","8081",
"1486","Dec  2, 2017 12:45:23.947090000 Eastern Standard Time","8081","58220",
"1487","Dec  2, 2017 12:45:23.947301000 Eastern Standard Time","8081","58220",
"1488","Dec  2, 2017 12:45:23.947503000 Eastern Standard Time","8081","58220",
"1489","Dec  2, 2017 12:45:24.137980000 Eastern Standard Time","58220","8081",
"1490","Dec  2, 2017 12:45:24.138476000 Eastern Standard Time","58220","8081",
"1491","Dec  2, 2017 12:45:24.138548000 Eastern Standard Time","8081","58220",
"1492","Dec  2, 2017 12:45:24.148235000 Eastern Standard Time","58220","8081",
"1493","Dec  2, 2017 12:45:24.187006000 Eastern Standard Time","58220","8081",
"1494","Dec  2, 2017 12:45:24.324022000 Eastern Standard Time","58220","8081",
"1495","Dec  2, 2017 12:45:24.327595000 Eastern Standard Time","58220","8081",
"1496","Dec  2, 2017 12:45:24.371546000 Eastern Standard Time","8081","58220",
"1497","Dec  2, 2017 12:45:24.499351000 Eastern Standard Time","8081","58220",
"1498","Dec  2, 2017 12:45:24.499925000 Eastern Standard Time","8081","58220",
"1499","Dec  2, 2017 12:45:24.748331000 Eastern Standard Time","58220","8081",
"1500","Dec  2, 2017 12:45:24.749719000 Eastern Standard Time","8081","58220",
"1501","Dec  2, 2017 12:45:24.750819000 Eastern Standard Time","58220","8081",
"1502","Dec  2, 2017 12:45:24.751110000 Eastern Standard Time","58220","8081",
"1503","Dec  2, 2017 12:45:24.791785000 Eastern Standard Time","58220","8081",
"1504","Dec  2, 2017 12:45:24.969689000 Eastern Standard Time","58220","8081",
"1505","Dec  2, 2017 12:45:24.974322000 Eastern Standard Time","58220","8081",
"1506","Dec  2, 2017 12:45:24.974978000 Eastern Standard Time","8081","58220",
"1507","Dec  2, 2017 12:45:25.005445000 Eastern Standard Time","8081","58220",
"1508","Dec  2, 2017 12:45:25.006221000 Eastern Standard Time","8081","58220",
"1509","Dec  2, 2017 12:45:25.006539000 Eastern Standard Time","8081","58220",
"1510","Dec  2, 2017 12:45:25.251164000 Eastern Standard Time","58220","8081",
"1511","Dec  2, 2017 12:45:25.251216000 Eastern Standard Time","58220","8081",
"1512","Dec  2, 2017 12:45:25.251336000 Eastern Standard Time","58220","8081",
"1513","Dec  2, 2017 12:45:25.251382000 Eastern Standard Time","58220","8081",
"1514","Dec  2, 2017 12:45:25.251506000 Eastern Standard Time","58220","8081",
"1515","Dec  2, 2017 12:45:25.251574000 Eastern Standard Time","58220","8081",
"1516","Dec  2, 2017 12:45:25.251852000 Eastern Standard Time","8081","58220",
"1517","Dec  2, 2017 12:45:25.252109000 Eastern Standard Time","8081","58220",
"1518","Dec  2, 2017 12:45:25.252463000 Eastern Standard Time","8081","58220",
"1519","Dec  2, 2017 12:45:25.481172000 Eastern Standard Time","58220","8081",
"1520","Dec  2, 2017 12:45:25.481781000 Eastern Standard Time","58220","8081",
"1521","Dec  2, 2017 12:45:25.482189000 Eastern Standard Time","58220","8081",
"1522","Dec  2, 2017 12:45:25.485901000 Eastern Standard Time","58220","8081",
"1523","Dec  2, 2017 12:45:25.523247000 Eastern Standard Time","8081","58220",
"1524","Dec  2, 2017 12:45:25.545566000 Eastern Standard Time","8081","58220",
"1525","Dec  2, 2017 12:45:25.545847000 Eastern Standard Time","8081","58220",
"1526","Dec  2, 2017 12:45:25.546050000 Eastern Standard Time","8081","58220",
"1527","Dec  2, 2017 12:45:25.773573000 Eastern Standard Time","58220","8081",
"1528","Dec  2, 2017 12:45:25.774124000 Eastern Standard Time","8081","58220",
"1529","Dec  2, 2017 12:45:25.780044000 Eastern Standard Time","58220","8081",
"1530","Dec  2, 2017 12:45:25.817488000 Eastern Standard Time","58220","8081",
"1531","Dec  2, 2017 12:45:26.011576000 Eastern Standard Time","58220","8081",
"1532","Dec  2, 2017 12:45:26.013365000 Eastern Standard Time","58220","8081",
"1533","Dec  2, 2017 12:45:26.016409000 Eastern Standard Time","58220","8081",
"1534","Dec  2, 2017 12:45:26.016763000 Eastern Standard Time","8081","58220",
"1535","Dec  2, 2017 12:45:26.045060000 Eastern Standard Time","8081","58220",
"1536","Dec  2, 2017 12:45:26.045495000 Eastern Standard Time","8081","58220",
"1537","Dec  2, 2017 12:45:26.261695000 Eastern Standard Time","58220","8081",
"1538","Dec  2, 2017 12:45:26.261738000 Eastern Standard Time","58220","8081",
"1539","Dec  2, 2017 12:45:26.261869000 Eastern Standard Time","58220","8081",
"1540","Dec  2, 2017 12:45:26.261951000 Eastern Standard Time","58220","8081",
"1541","Dec  2, 2017 12:45:26.262334000 Eastern Standard Time","8081","58220",
"1542","Dec  2, 2017 12:45:26.483191000 Eastern Standard Time","58220","8081",
"1543","Dec  2, 2017 12:45:26.527298000 Eastern Standard Time","8081","58220",
"1544","Dec  2, 2017 12:45:26.616421000 Eastern Standard Time","8081","58220",
"1545","Dec  2, 2017 12:45:26.616986000 Eastern Standard Time","8081","58220",
"1546","Dec  2, 2017 12:45:26.617267000 Eastern Standard Time","8081","58220",
"1547","Dec  2, 2017 12:45:26.827498000 Eastern Standard Time","58220","8081",
"1548","Dec  2, 2017 12:45:26.827576000 Eastern Standard Time","58220","8081",
"1549","Dec  2, 2017 12:45:26.827646000 Eastern Standard Time","58220","8081",
"1550","Dec  2, 2017 12:45:26.827777000 Eastern Standard Time","58220","8081",
"1551","Dec  2, 2017 12:45:26.831584000 Eastern Standard Time","58220","8081",
"1552","Dec  2, 2017 12:45:26.835375000 Eastern Standard Time","58220","8081",
"1553","Dec  2, 2017 12:45:26.835716000 Eastern Standard Time","8081","58220",
"1554","Dec  2, 2017 12:45:26.866145000 Eastern Standard Time","8081","58220",
"1555","Dec  2, 2017 12:45:26.866387000 Eastern Standard Time","8081","58220",
"1556","Dec  2, 2017 12:45:26.866544000 Eastern Standard Time","8081","58220",
"1557","Dec  2, 2017 12:45:27.086296000 Eastern Standard Time","58220","8081",
"1558","Dec  2, 2017 12:45:27.086509000 Eastern Standard Time","58220","8081",
"1559","Dec  2, 2017 12:45:27.086628000 Eastern Standard Time","58220","8081",
"1560","Dec  2, 2017 12:45:27.086746000 Eastern Standard Time","58220","8081",
"1561","Dec  2, 2017 12:45:27.089983000 Eastern Standard Time","58220","8081",
"1562","Dec  2, 2017 12:45:27.090133000 Eastern Standard Time","58220","8081",
"1563","Dec  2, 2017 12:45:27.119445000 Eastern Standard Time","8081","58220",
"1564","Dec  2, 2017 12:45:27.119697000 Eastern Standard Time","8081","58220",
"1565","Dec  2, 2017 12:45:27.119910000 Eastern Standard Time","8081","58220",
"1566","Dec  2, 2017 12:45:27.346161000 Eastern Standard Time","58220","8081",
"1567","Dec  2, 2017 12:45:27.346242000 Eastern Standard Time","58220","8081",
"1568","Dec  2, 2017 12:45:27.349485000 Eastern Standard Time","58220","8081",
"1569","Dec  2, 2017 12:45:27.349633000 Eastern Standard Time","58220","8081",
"1570","Dec  2, 2017 12:45:27.350250000 Eastern Standard Time","58220","8081",
"1571","Dec  2, 2017 12:45:27.391238000 Eastern Standard Time","8081","58220",
"1572","Dec  2, 2017 12:45:27.398435000 Eastern Standard Time","8081","58220",
"1573","Dec  2, 2017 12:45:27.398727000 Eastern Standard Time","8081","58220",
"1574","Dec  2, 2017 12:45:27.398847000 Eastern Standard Time","8081","58220",
"1575","Dec  2, 2017 12:45:27.623372000 Eastern Standard Time","58220","8081",
"1576","Dec  2, 2017 12:45:27.625465000 Eastern Standard Time","58220","8081",
"1577","Dec  2, 2017 12:45:27.625515000 Eastern Standard Time","58220","8081",
"1578","Dec  2, 2017 12:45:27.625553000 Eastern Standard Time","58220","8081",
"1579","Dec  2, 2017 12:45:27.625707000 Eastern Standard Time","58220","8081",
"1580","Dec  2, 2017 12:45:27.629634000 Eastern Standard Time","58220","8081",
"1581","Dec  2, 2017 12:45:27.630320000 Eastern Standard Time","8081","58220",
"1582","Dec  2, 2017 12:45:27.661458000 Eastern Standard Time","8081","58220",
"1583","Dec  2, 2017 12:45:27.661547000 Eastern Standard Time","8081","58220",
"1584","Dec  2, 2017 12:45:27.662237000 Eastern Standard Time","8081","58220",
"1585","Dec  2, 2017 12:45:27.857095000 Eastern Standard Time","58220","8081",
"1586","Dec  2, 2017 12:45:27.857211000 Eastern Standard Time","58220","8081",
"1587","Dec  2, 2017 12:45:27.857295000 Eastern Standard Time","58220","8081",
"1588","Dec  2, 2017 12:45:27.857344000 Eastern Standard Time","58220","8081",
"1589","Dec  2, 2017 12:45:27.857389000 Eastern Standard Time","58220","8081",
"1590","Dec  2, 2017 12:45:27.860580000 Eastern Standard Time","58220","8081",
"1591","Dec  2, 2017 12:45:27.899325000 Eastern Standard Time","8081","58220",
"1592","Dec  2, 2017 12:45:27.952310000 Eastern Standard Time","8081","58220",
"1593","Dec  2, 2017 12:45:27.952895000 Eastern Standard Time","8081","58220",
"1594","Dec  2, 2017 12:45:27.953346000 Eastern Standard Time","8081","58220",
"1595","Dec  2, 2017 12:45:28.170636000 Eastern Standard Time","58220","8081",
"1596","Dec  2, 2017 12:45:28.176001000 Eastern Standard Time","58220","8081",
"1597","Dec  2, 2017 12:45:28.176076000 Eastern Standard Time","58220","8081",
"1598","Dec  2, 2017 12:45:28.176129000 Eastern Standard Time","58220","8081",
"1599","Dec  2, 2017 12:45:28.178874000 Eastern Standard Time","58220","8081",
"1600","Dec  2, 2017 12:45:28.186285000 Eastern Standard Time","58220","8081",
"1601","Dec  2, 2017 12:45:28.187093000 Eastern Standard Time","8081","58220",
"1602","Dec  2, 2017 12:45:28.233444000 Eastern Standard Time","8081","58220",
"1603","Dec  2, 2017 12:45:28.233607000 Eastern Standard Time","8081","58220",
"1604","Dec  2, 2017 12:45:28.233727000 Eastern Standard Time","8081","58220",
"1605","Dec  2, 2017 12:45:28.233811000 Eastern Standard Time","8081","58220",
"1606","Dec  2, 2017 12:45:28.462487000 Eastern Standard Time","58220","8081",
"1607","Dec  2, 2017 12:45:28.473611000 Eastern Standard Time","58220","8081",
"1608","Dec  2, 2017 12:45:28.473698000 Eastern Standard Time","58220","8081",
"1609","Dec  2, 2017 12:45:28.484533000 Eastern Standard Time","8081","58220",
"1610","Dec  2, 2017 12:45:28.558801000 Eastern Standard Time","8081","58220",
"1611","Dec  2, 2017 12:45:28.568433000 Eastern Standard Time","8081","58220",
"1612","Dec  2, 2017 12:45:28.571134000 Eastern Standard Time","8081","58220",
"1613","Dec  2, 2017 12:45:28.571498000 Eastern Standard Time","8081","58220",
"1614","Dec  2, 2017 12:45:28.767573000 Eastern Standard Time","58220","8081",
"1615","Dec  2, 2017 12:45:28.767694000 Eastern Standard Time","58220","8081",
"1616","Dec  2, 2017 12:45:28.767811000 Eastern Standard Time","58220","8081",
"1617","Dec  2, 2017 12:45:28.771226000 Eastern Standard Time","58220","8081",
"1618","Dec  2, 2017 12:45:28.793193000 Eastern Standard Time","58220","8081",
"1619","Dec  2, 2017 12:45:28.795106000 Eastern Standard Time","58220","8081",
"1620","Dec  2, 2017 12:45:28.795611000 Eastern Standard Time","8081","58220",
"1621","Dec  2, 2017 12:45:28.826800000 Eastern Standard Time","8081","58220",
"1622","Dec  2, 2017 12:45:28.827203000 Eastern Standard Time","8081","58220",
"1623","Dec  2, 2017 12:45:28.827372000 Eastern Standard Time","8081","58220",
"1624","Dec  2, 2017 12:45:29.055847000 Eastern Standard Time","58220","8081",
"1625","Dec  2, 2017 12:45:29.057357000 Eastern Standard Time","58220","8081",
"1626","Dec  2, 2017 12:45:29.057488000 Eastern Standard Time","58220","8081",
"1627","Dec  2, 2017 12:45:29.057611000 Eastern Standard Time","58220","8081",
"1628","Dec  2, 2017 12:45:29.057766000 Eastern Standard Time","58220","8081",
"1629","Dec  2, 2017 12:45:29.058138000 Eastern Standard Time","8081","58220",
"1630","Dec  2, 2017 12:45:29.058302000 Eastern Standard Time","8081","58220",
"1631","Dec  2, 2017 12:45:29.058503000 Eastern Standard Time","58220","8081",
"1632","Dec  2, 2017 12:45:29.269615000 Eastern Standard Time","58220","8081",
"1633","Dec  2, 2017 12:45:29.269618000 Eastern Standard Time","58220","8081",
"1634","Dec  2, 2017 12:45:29.271432000 Eastern Standard Time","58220","8081",
"1635","Dec  2, 2017 12:45:29.311116000 Eastern Standard Time","8081","58220",
"1636","Dec  2, 2017 12:45:29.347658000 Eastern Standard Time","8081","58220",
"1637","Dec  2, 2017 12:45:29.348280000 Eastern Standard Time","8081","58220",
"1638","Dec  2, 2017 12:45:29.564919000 Eastern Standard Time","58220","8081",
"1639","Dec  2, 2017 12:45:29.565401000 Eastern Standard Time","8081","58220",
"1640","Dec  2, 2017 12:45:29.565693000 Eastern Standard Time","58220","8081",
"1641","Dec  2, 2017 12:45:29.565857000 Eastern Standard Time","58220","8081",
"1642","Dec  2, 2017 12:45:29.566142000 Eastern Standard Time","8081","58220",
"1643","Dec  2, 2017 12:45:29.606394000 Eastern Standard Time","58220","8081",
"1644","Dec  2, 2017 12:45:29.775685000 Eastern Standard Time","58220","8081",
"1645","Dec  2, 2017 12:45:29.775849000 Eastern Standard Time","58220","8081",
"1646","Dec  2, 2017 12:45:29.790536000 Eastern Standard Time","58220","8081",
"1647","Dec  2, 2017 12:45:29.792043000 Eastern Standard Time","58220","8081",
"1648","Dec  2, 2017 12:45:29.792370000 Eastern Standard Time","8081","58220",
"1649","Dec  2, 2017 12:45:29.878641000 Eastern Standard Time","8081","58220",
"1650","Dec  2, 2017 12:45:29.878938000 Eastern Standard Time","8081","58220",
"1651","Dec  2, 2017 12:45:29.879264000 Eastern Standard Time","8081","58220",
"1652","Dec  2, 2017 12:45:30.073850000 Eastern Standard Time","58220","8081",
"1653","Dec  2, 2017 12:45:30.074545000 Eastern Standard Time","8081","58220",
"1654","Dec  2, 2017 12:45:30.076094000 Eastern Standard Time","58220","8081",
"1655","Dec  2, 2017 12:45:30.076479000 Eastern Standard Time","58220","8081",
"1656","Dec  2, 2017 12:45:30.083992000 Eastern Standard Time","58220","8081",
"1657","Dec  2, 2017 12:45:30.272229000 Eastern Standard Time","58220","8081",
"1658","Dec  2, 2017 12:45:30.274144000 Eastern Standard Time","58220","8081",
"1659","Dec  2, 2017 12:45:30.275113000 Eastern Standard Time","8081","58220",
"1660","Dec  2, 2017 12:45:30.313088000 Eastern Standard Time","8081","58220",
"1661","Dec  2, 2017 12:45:30.313456000 Eastern Standard Time","8081","58220",
"1662","Dec  2, 2017 12:45:30.313707000 Eastern Standard Time","8081","58220",
"1663","Dec  2, 2017 12:45:30.313984000 Eastern Standard Time","8081","58220",
"1664","Dec  2, 2017 12:45:30.537620000 Eastern Standard Time","58220","8081",
"1665","Dec  2, 2017 12:45:30.537900000 Eastern Standard Time","58220","8081",
"1666","Dec  2, 2017 12:45:30.537986000 Eastern Standard Time","8081","58220",
"1667","Dec  2, 2017 12:45:30.724206000 Eastern Standard Time","8081","58220",
"1668","Dec  2, 2017 12:45:30.727660000 Eastern Standard Time","58220","8081",
"1669","Dec  2, 2017 12:45:30.728165000 Eastern Standard Time","8081","58220",
"1670","Dec  2, 2017 12:45:30.915281000 Eastern Standard Time","58220","8081",
"1671","Dec  2, 2017 12:45:30.915797000 Eastern Standard Time","8081","58220",
"1672","Dec  2, 2017 12:45:30.916162000 Eastern Standard Time","8081","58220",
"1673","Dec  2, 2017 12:45:30.919324000 Eastern Standard Time","58220","8081",
"1674","Dec  2, 2017 12:45:30.920391000 Eastern Standard Time","8081","58220",
"1675","Dec  2, 2017 12:45:31.139324000 Eastern Standard Time","58220","8081",
"1676","Dec  2, 2017 12:45:31.139378000 Eastern Standard Time","58220","8081",
"1677","Dec  2, 2017 12:45:31.139447000 Eastern Standard Time","58220","8081",
"1678","Dec  2, 2017 12:45:31.139783000 Eastern Standard Time","8081","58220",
"1679","Dec  2, 2017 12:45:31.139858000 Eastern Standard Time","8081","58220",
"1680","Dec  2, 2017 12:45:31.354668000 Eastern Standard Time","58220","8081",
"1681","Dec  2, 2017 12:45:31.354751000 Eastern Standard Time","58220","8081",
"1682","Dec  2, 2017 12:45:31.359043000 Eastern Standard Time","58220","8081",
"1683","Dec  2, 2017 12:45:31.359985000 Eastern Standard Time","8081","58220",
"1684","Dec  2, 2017 12:45:31.419270000 Eastern Standard Time","8081","58220",
"1685","Dec  2, 2017 12:45:31.423287000 Eastern Standard Time","8081","58220",
"1686","Dec  2, 2017 12:45:31.423687000 Eastern Standard Time","8081","58220",
"1687","Dec  2, 2017 12:45:31.692819000 Eastern Standard Time","58220","8081",
"1688","Dec  2, 2017 12:45:31.693322000 Eastern Standard Time","8081","58220",
"1689","Dec  2, 2017 12:45:31.935309000 Eastern Standard Time","58220","8081",
"1690","Dec  2, 2017 12:45:31.935862000 Eastern Standard Time","8081","58220",
"1691","Dec  2, 2017 12:45:31.938929000 Eastern Standard Time","8081","58220",
"1692","Dec  2, 2017 12:45:32.128208000 Eastern Standard Time","58220","8081",
"1693","Dec  2, 2017 12:45:32.136792000 Eastern Standard Time","58220","8081",
"1694","Dec  2, 2017 12:45:32.137458000 Eastern Standard Time","8081","58220",
"1695","Dec  2, 2017 12:45:32.325432000 Eastern Standard Time","58220","8081",
"1696","Dec  2, 2017 12:45:32.325930000 Eastern Standard Time","8081","58220",
"1697","Dec  2, 2017 12:45:32.562882000 Eastern Standard Time","58220","8081",
"1698","Dec  2, 2017 12:45:32.563335000 Eastern Standard Time","8081","58220",
"1699","Dec  2, 2017 12:45:32.819491000 Eastern Standard Time","58220","8081",
"1700","Dec  2, 2017 12:45:32.819844000 Eastern Standard Time","8081","58220",
"1701","Dec  2, 2017 12:45:32.820055000 Eastern Standard Time","8081","58220",
"1702","Dec  2, 2017 12:45:32.821196000 Eastern Standard Time","58220","8081",
"1703","Dec  2, 2017 12:45:33.051671000 Eastern Standard Time","58220","8081",
"1704","Dec  2, 2017 12:45:33.051916000 Eastern Standard Time","58220","8081",
"1705","Dec  2, 2017 12:45:33.061077000 Eastern Standard Time","58220","8081",
"1706","Dec  2, 2017 12:45:33.061423000 Eastern Standard Time","8081","58220",
"1707","Dec  2, 2017 12:45:33.094211000 Eastern Standard Time","8081","58220",
"1708","Dec  2, 2017 12:45:33.094616000 Eastern Standard Time","8081","58220",
"1709","Dec  2, 2017 12:45:33.094910000 Eastern Standard Time","8081","58220",
"1710","Dec  2, 2017 12:45:33.332572000 Eastern Standard Time","58220","8081",
"1711","Dec  2, 2017 12:45:33.333303000 Eastern Standard Time","8081","58220",
"1712","Dec  2, 2017 12:45:33.349040000 Eastern Standard Time","58220","8081",
"1713","Dec  2, 2017 12:45:33.349477000 Eastern Standard Time","8081","58220",
"1714","Dec  2, 2017 12:45:33.571281000 Eastern Standard Time","58220","8081",
"1715","Dec  2, 2017 12:45:33.571323000 Eastern Standard Time","58220","8081",
"1716","Dec  2, 2017 12:45:33.577710000 Eastern Standard Time","58220","8081",
"1717","Dec  2, 2017 12:45:33.577748000 Eastern Standard Time","58220","8081",
"1718","Dec  2, 2017 12:45:33.579954000 Eastern Standard Time","58220","8081",
"1719","Dec  2, 2017 12:45:33.579995000 Eastern Standard Time","58220","8081",
"1720","Dec  2, 2017 12:45:33.601927000 Eastern Standard Time","8081","58220",
"1721","Dec  2, 2017 12:45:33.602212000 Eastern Standard Time","8081","58220",
"1722","Dec  2, 2017 12:45:33.797599000 Eastern Standard Time","58220","8081",
"1723","Dec  2, 2017 12:45:33.797981000 Eastern Standard Time","8081","58220",
"1724","Dec  2, 2017 12:45:33.800088000 Eastern Standard Time","58220","8081",
"1725","Dec  2, 2017 12:45:33.800364000 Eastern Standard Time","8081","58220",
"1726","Dec  2, 2017 12:45:33.802270000 Eastern Standard Time","58220","8081",
"1727","Dec  2, 2017 12:45:33.995860000 Eastern Standard Time","58220","8081",
"1728","Dec  2, 2017 12:45:33.995941000 Eastern Standard Time","58220","8081",
"1729","Dec  2, 2017 12:45:33.997457000 Eastern Standard Time","58220","8081",
"1730","Dec  2, 2017 12:45:34.035302000 Eastern Standard Time","8081","58220",
"1731","Dec  2, 2017 12:45:34.061678000 Eastern Standard Time","8081","58220",
"1732","Dec  2, 2017 12:45:34.062490000 Eastern Standard Time","8081","58220",
"1733","Dec  2, 2017 12:45:34.253050000 Eastern Standard Time","58220","8081",
"1734","Dec  2, 2017 12:45:34.253484000 Eastern Standard Time","8081","58220",
"1735","Dec  2, 2017 12:45:34.254237000 Eastern Standard Time","58220","8081",
"1736","Dec  2, 2017 12:45:34.254706000 Eastern Standard Time","8081","58220",
"1737","Dec  2, 2017 12:45:34.439326000 Eastern Standard Time","58220","8081",
"1738","Dec  2, 2017 12:45:34.451811000 Eastern Standard Time","58220","8081",
"1739","Dec  2, 2017 12:45:34.452907000 Eastern Standard Time","8081","58220",
"1740","Dec  2, 2017 12:45:34.517449000 Eastern Standard Time","8081","58220",
"1741","Dec  2, 2017 12:45:34.517778000 Eastern Standard Time","8081","58220",
"1742","Dec  2, 2017 12:45:34.702844000 Eastern Standard Time","58220","8081",
"1743","Dec  2, 2017 12:45:34.703197000 Eastern Standard Time","8081","58220",
"1744","Dec  2, 2017 12:45:34.704188000 Eastern Standard Time","58220","8081",
"1745","Dec  2, 2017 12:45:34.704235000 Eastern Standard Time","58220","8081",
"1746","Dec  2, 2017 12:45:34.705078000 Eastern Standard Time","8081","58220",
"1747","Dec  2, 2017 12:45:34.742373000 Eastern Standard Time","58220","8081",
"1748","Dec  2, 2017 12:45:34.934384000 Eastern Standard Time","58220","8081",
"1749","Dec  2, 2017 12:45:34.934543000 Eastern Standard Time","58220","8081",
"1750","Dec  2, 2017 12:45:34.936910000 Eastern Standard Time","58220","8081",
"1751","Dec  2, 2017 12:45:34.937347000 Eastern Standard Time","8081","58220",
"1752","Dec  2, 2017 12:45:35.048166000 Eastern Standard Time","8081","58220",
"1753","Dec  2, 2017 12:45:35.048578000 Eastern Standard Time","8081","58220",
"1754","Dec  2, 2017 12:45:35.240812000 Eastern Standard Time","58220","8081",
"1755","Dec  2, 2017 12:45:35.240972000 Eastern Standard Time","58220","8081",
"1756","Dec  2, 2017 12:45:35.241566000 Eastern Standard Time","8081","58220",
"1757","Dec  2, 2017 12:45:35.436122000 Eastern Standard Time","58220","8081",
"1758","Dec  2, 2017 12:45:35.436331000 Eastern Standard Time","58220","8081",
"1759","Dec  2, 2017 12:45:35.457024000 Eastern Standard Time","8081","58220",
"1760","Dec  2, 2017 12:45:35.498745000 Eastern Standard Time","8081","58220",
"1761","Dec  2, 2017 12:45:35.498775000 Eastern Standard Time","8081","58220",
"1762","Dec  2, 2017 12:45:35.498898000 Eastern Standard Time","8081","58220",
"1763","Dec  2, 2017 12:45:35.770854000 Eastern Standard Time","58220","8081",
"1764","Dec  2, 2017 12:45:35.770980000 Eastern Standard Time","58220","8081",
"1765","Dec  2, 2017 12:45:35.771463000 Eastern Standard Time","8081","58220",
"1766","Dec  2, 2017 12:45:35.771631000 Eastern Standard Time","58220","8081",
"1767","Dec  2, 2017 12:45:35.958932000 Eastern Standard Time","58220","8081",
"1768","Dec  2, 2017 12:45:35.962047000 Eastern Standard Time","58220","8081",
"1769","Dec  2, 2017 12:45:35.991175000 Eastern Standard Time","8081","58220",
"1770","Dec  2, 2017 12:45:35.991297000 Eastern Standard Time","8081","58220",
"1771","Dec  2, 2017 12:45:35.991457000 Eastern Standard Time","8081","58220",
"1772","Dec  2, 2017 12:45:36.175984000 Eastern Standard Time","58220","8081",
"1773","Dec  2, 2017 12:45:36.176479000 Eastern Standard Time","8081","58220",
"1774","Dec  2, 2017 12:45:36.176870000 Eastern Standard Time","58220","8081",
"1775","Dec  2, 2017 12:45:36.177486000 Eastern Standard Time","58220","8081",
"1776","Dec  2, 2017 12:45:36.216050000 Eastern Standard Time","58220","8081",
"1777","Dec  2, 2017 12:45:36.369623000 Eastern Standard Time","58220","8081",
"1778","Dec  2, 2017 12:45:36.369732000 Eastern Standard Time","58220","8081",
"1779","Dec  2, 2017 12:45:36.369782000 Eastern Standard Time","58220","8081",
"1780","Dec  2, 2017 12:45:36.409285000 Eastern Standard Time","8081","58220",
"1781","Dec  2, 2017 12:45:36.444896000 Eastern Standard Time","8081","58220",
"1782","Dec  2, 2017 12:45:36.445016000 Eastern Standard Time","8081","58220",
"1783","Dec  2, 2017 12:45:36.637662000 Eastern Standard Time","58220","8081",
"1784","Dec  2, 2017 12:45:36.637742000 Eastern Standard Time","58220","8081",
"1785","Dec  2, 2017 12:45:36.638322000 Eastern Standard Time","58220","8081",
"1786","Dec  2, 2017 12:45:36.638718000 Eastern Standard Time","8081","58220",
"1787","Dec  2, 2017 12:45:36.638731000 Eastern Standard Time","58220","8081",
"1788","Dec  2, 2017 12:45:36.833579000 Eastern Standard Time","58220","8081",
"1789","Dec  2, 2017 12:45:36.837110000 Eastern Standard Time","58220","8081",
"1790","Dec  2, 2017 12:45:36.837767000 Eastern Standard Time","8081","58220",
"1791","Dec  2, 2017 12:45:36.882086000 Eastern Standard Time","8081","58220",
"1792","Dec  2, 2017 12:45:36.882572000 Eastern Standard Time","8081","58220",
